id,longitude,latitude,speed,direction,timestamp
T001,114.1011141016612,22.5546606918639
T002,114.1031913032156,22.55432954379
T003,114.1055018136402,22.5541714958457
T004,114.1080531590276,22.5545703787529
T005,114.1097292890331,22.5550133559573
T006,114.1119322027546,22.5563183428901
T007,114.114254840048,22.5578986940382
T008,114.1158398737482,22.5583529779803
T009,114.1175521980881,22.5587810590652
T010,114.1198194423529,22.5588603333402
T011,114.1211671050278,22.5592091401502
T012,114.1231331070476,22.5594786726852
